userID,assessmentItemID,testId,answerCode,Timestamp,KnowledgeTag
0,A060001001,A060000001,1,2020-03-24 00:17:11,7224
0,A060001002,A060000001,1,2020-03-24 00:17:14,7225
0,A060001003,A060000001,1,2020-03-24 00:17:22,7225
0,A060001004,A060000001,1,2020-03-24 00:17:29,7225
0,A060001005,A060000001,1,2020-03-24 00:17:36,7225
0,A060001007,A060000001,1,2020-03-24 00:17:47,7225
0,A060003001,A060000003,0,2020-03-26 05:52:03,7226
0,A060003002,A060000003,1,2020-03-26 05:52:10,7226
0,A060003003,A060000003,1,2020-03-26 05:53:14,7226
0,A060003004,A060000003,1,2020-03-26 05:53:29,7226
0,A060003005,A060000003,1,2020-03-26 05:53:48,7226
0,A060003006,A060000003,1,2020-03-26 05:53:55,7226
0,A060003007,A060000003,1,2020-03-26 05:54:11,7226
0,A060005001,A060000005,1,2020-03-31 05:02:52,7227
0,A060005002,A060000005,1,2020-03-31 05:03:04,7228
0,A060005003,A060000005,1,2020-03-31 05:03:11,7228
0,A060005004,A060000005,1,2020-03-31 05:03:26,7228
0,A060005005,A060000005,1,2020-03-31 05:03:36,7228
0,A060005006,A060000005,0,2020-03-31 05:05:14,7227
0,A060005007,A060000005,1,2020-03-31 05:05:48,7228
0,A060007001,A060000007,1,2020-04-02 04:53:37,7229
0,A060007002,A060000007,1,2020-04-02 04:53:46,7229
0,A060007003,A060000007,1,2020-04-02 04:54:04,7229
0,A060007004,A060000007,1,2020-04-02 04:58:56,7229
0,A060007005,A060000007,1,2020-04-02 05:00:32,7229
0,A060007006,A060000007,1,2020-04-02 05:01:05,7229
0,A060007007,A060000007,1,2020-04-02 05:04:08,7229
0,A080002001,A080000002,1,2020-04-06 00:35:01,4605
0,A080002002,A080000002,1,2020-04-06 00:35:42,1394
0,A080002003,A080000002,1,2020-04-06 00:37:46,1396
0,A080002004,A080000002,1,2020-04-06 00:37:58,1397
0,A080002005,A080000002,0,2020-04-06 00:38:01,1396
0,A080002006,A080000002,1,2020-04-06 00:38:05,1395
0,A060009001,A060000009,1,2020-04-07 01:42:13,7230
0,A060009002,A060000009,1,2020-04-07 01:42:40,7230
0,A060009003,A060000009,1,2020-04-07 01:43:31,7230
0,A060009004,A060000009,1,2020-04-07 01:45:29,7230
0,A060009005,A060000009,1,2020-04-07 01:46:25,7230
0,A060009006,A060000009,1,2020-04-07 01:46:59,7230
0,A060009007,A060000009,0,2020-04-07 01:47:27,7230
0,A060016001,A060000016,1,2020-04-16 03:07:37,586
0,A060016002,A060000016,1,2020-04-16 03:07:48,587
0,A060016003,A060000016,1,2020-04-16 03:07:54,587
0,A060016004,A060000016,1,2020-04-16 03:08:01,586
0,A060016005,A060000016,0,2020-04-16 03:08:13,587
0,A060016006,A060000016,1,2020-04-16 03:08:35,587
0,A060016007,A060000016,1,2020-04-16 03:08:50,587
0,A080004001,A080000004,0,2020-04-18 00:39:37,1356
0,A080004002,A080000004,1,2020-04-18 00:44:06,1356
0,A080004003,A080000004,0,2020-04-18 00:46:22,1395
0,A080004004,A080000004,1,2020-04-18 00:47:01,1356
0,A080004005,A080000004,1,2020-04-18 00:48:24,1395
0,A080004006,A080000004,1,2020-04-18 00:49:18,1356
0,A080004008,A080000004,0,2020-04-18 00:50:26,1356
0,A080004007,A080000004,0,2020-04-18 00:50:48,1356
0,A080006001,A080000006,1,2020-04-18 01:16:02,4657
0,A080006002,A080000006,1,2020-04-18 01:22:53,1397
0,A080006003,A080000006,1,2020-04-18 01:23:10,1395
0,A080006004,A080000006,1,2020-04-18 01:25:00,1395
0,A080006005,A080000006,1,2020-04-18 01:26:49,4657
0,A080006006,A080000006,1,2020-04-18 01:28:42,1356
0,A080006007,A080000006,0,2020-04-18 01:28:44,1395
0,A080006008,A080000006,0,2020-04-18 01:28:45,1356
0,A060018001,A060000018,1,2020-04-20 22:27:18,588
0,A060018002,A060000018,1,2020-04-20 22:27:29,589
0,A060018003,A060000018,1,2020-04-20 22:27:47,589
0,A060018004,A060000018,1,2020-04-20 22:27:57,588
0,A060018005,A060000018,1,2020-04-20 22:28:22,589
0,A060018006,A060000018,1,2020-04-20 22:29:03,589
0,A060018007,A060000018,1,2020-04-20 22:29:18,588
0,A060020001,A060000020,1,2020-04-23 01:45:22,590
0,A060020002,A060000020,1,2020-04-23 01:45:28,590
0,A060020003,A060000020,1,2020-04-23 01:45:36,590
0,A060020004,A060000020,1,2020-04-23 01:45:52,590
0,A060020005,A060000020,1,2020-04-23 01:46:06,590
0,A060020006,A060000020,1,2020-04-23 01:46:14,590
0,A060020007,A060000020,0,2020-04-23 01:46:43,590
0,A080008008,A080000008,0,2020-04-24 01:11:17,4658
0,A080008001,A080000008,1,2020-04-24 01:12:12,4673
0,A080008002,A080000008,1,2020-04-24 01:12:50,1444
0,A080008003,A080000008,1,2020-04-24 01:13:00,4661
0,A080008004,A080000008,0,2020-04-24 01:13:53,1443
0,A080008005,A080000008,1,2020-04-24 01:14:37,4660
0,A080008006,A080000008,0,2020-04-24 01:14:39,4661
0,A080008007,A080000008,0,2020-04-24 01:14:40,4658
0,A080010001,A080000010,1,2020-04-25 22:05:11,1444
0,A080010002,A080000010,0,2020-04-25 22:18:16,1443
0,A080010003,A080000010,0,2020-04-25 22:18:38,4661
0,A080010004,A080000010,0,2020-04-25 22:22:20,1443
0,A080010005,A080000010,0,2020-04-25 22:22:25,4673
0,A080010006,A080000010,1,2020-04-25 22:22:35,1444
0,A080010007,A080000010,0,2020-04-25 22:23:24,4659
0,A080010008,A080000010,0,2020-04-25 22:23:25,1442
0,A060022001,A060000022,1,2020-04-28 00:46:55,592
0,A060022002,A060000022,0,2020-04-28 00:47:03,593
0,A060022003,A060000022,1,2020-04-28 00:47:10,593
0,A060022004,A060000022,1,2020-04-28 00:47:24,593
0,A060022005,A060000022,1,2020-04-28 00:47:41,593
0,A060022006,A060000022,0,2020-04-28 00:47:50,593
0,A060022007,A060000022,1,2020-04-28 00:47:59,593
0,A080012001,A080000012,1,2020-04-30 00:55:53,4659
0,A080012002,A080000012,1,2020-04-30 00:56:04,4658
0,A080012003,A080000012,0,2020-04-30 00:56:08,1444
0,A080012008,A080000012,1,2020-04-30 00:56:12,1444
0,A080012004,A080000012,1,2020-04-30 00:57:57,4671
0,A080012005,A080000012,1,2020-04-30 00:58:00,4668
0,A080012006,A080000012,0,2020-04-30 00:58:05,4659
0,A080012007,A080000012,0,2020-04-30 00:58:09,4664
0,A080014001,A080000014,0,2020-05-01 20:02:45,1444
0,A080014002,A080000014,1,2020-05-01 20:03:23,4660
0,A080014003,A080000014,0,2020-05-01 20:04:20,4663
0,A080014004,A080000014,0,2020-05-01 20:04:32,4663
0,A080014005,A080000014,0,2020-05-01 20:05:05,4662
0,A080014008,A080000014,0,2020-05-01 20:05:07,4663
0,A080014006,A080000014,0,2020-05-01 20:06:06,4668
0,A080014007,A080000014,0,2020-05-01 20:07:23,4662
0,A080016001,A080000016,1,2020-05-07 00:47:25,4665
0,A080016002,A080000016,1,2020-05-07 00:48:32,4669
0,A080016004,A080000016,0,2020-05-07 00:50:00,4669
0,A080016003,A080000016,1,2020-05-07 00:50:01,4665
0,A080016005,A080000016,1,2020-05-07 00:51:29,4669
0,A080016006,A080000016,1,2020-05-07 00:51:48,4664
0,A080016007,A080000016,1,2020-05-07 00:52:47,4672
0,A080016008,A080000016,0,2020-05-07 00:52:47,4672
0,A060024001,A060000024,1,2020-05-07 01:20:10,595
0,A060024002,A060000024,1,2020-05-07 01:20:16,594
0,A060024003,A060000024,1,2020-05-07 01:20:28,595
0,A060024004,A060000024,1,2020-05-07 01:20:36,595
0,A060024005,A060000024,1,2020-05-07 01:20:48,595
0,A060024006,A060000024,1,2020-05-07 01:21:06,594
0,A060024007,A060000024,0,2020-05-07 01:21:19,595
0,A080018001,A080000018,1,2020-05-09 01:17:26,4668
0,A080018002,A080000018,1,2020-05-09 01:18:13,4671
0,A080018003,A080000018,0,2020-05-09 01:18:18,4672
0,A080018004,A080000018,0,2020-05-09 01:18:29,4672
0,A080018006,A080000018,0,2020-05-09 01:20:00,4665
0,A080018005,A080000018,1,2020-05-09 01:20:09,4672
0,A080018007,A080000018,0,2020-05-09 01:20:14,4669
0,A080018008,A080000018,0,2020-05-09 01:20:15,4669
0,A080020008,A080000020,1,2020-05-14 01:26:49,4673
0,A080020001,A080000020,1,2020-05-14 01:32:17,4665
0,A080020002,A080000020,1,2020-05-14 01:33:40,4672
0,A080020003,A080000020,1,2020-05-14 01:34:40,4667
0,A080020004,A080000020,0,2020-05-14 01:35:11,4668
0,A080020005,A080000020,1,2020-05-14 01:35:20,4664
0,A080020007,A080000020,0,2020-05-14 01:35:29,4673
0,A080020006,A080000020,0,2020-05-14 01:35:29,4673
0,A060031001,A060000031,1,2020-05-14 03:00:27,596
0,A060031002,A060000031,1,2020-05-14 03:00:48,596
0,A060031003,A060000031,1,2020-05-14 03:00:59,596
0,A060031004,A060000031,1,2020-05-14 03:01:26,596
0,A060031005,A060000031,1,2020-05-14 03:01:40,596
0,A060031006,A060000031,1,2020-05-14 03:01:57,596
0,A060031007,A060000031,1,2020-05-14 03:02:13,596
0,A060033001,A060000033,1,2020-05-15 01:54:50,599
0,A060033002,A060000033,1,2020-05-15 01:56:23,599
0,A060033003,A060000033,0,2020-05-15 01:56:45,599
0,A060033004,A060000033,0,2020-05-15 01:57:03,599
